,indexing,posSentScore,negSentScore,snowScore,title
534,000001_2012-11-20_63,0,0,0.99116,￥^_^￥  隆重推荐全中国最严重低估的一只股票-
535,000001_2012-11-20_66,0,0,0.50445,远离银行 调仓换股，小盘成长股持有＞做空蓝筹
536,000001_2012-11-20_67,0,0,0.71971,做空蓝筹大垃圾不成为机构的牺牲品-------36计
537,000001_2012-11-20_69,0,0,0.0042,汇丰撤出是平安银行的利好。平安集团可以把银行
538,000001_2012-11-20_70,0,0,0.96721,只有跌没有涨----中国股市死了
539,000001_2012-11-20_72,0,0,0.49628,该涨不涨理应看跌
540,000001_2012-11-20_73,0,0,0.65629,快买300043，准备暴涨。
541,000001_2012-11-20_75,0,0,0.66738,全球都在大涨
542,000001_2012-11-20_78,0,0,0.08849,汉网：平安银行风险防控提升 信用卡优势凸显
543,000001_2012-11-20_91,0,0,0.03753,早盘此股获利不低于6％以上，强烈推进。  的是
544,000001_2012-11-20_96,0,0,0.90664,股市为什么不涨
545,000001_2012-11-20_101,0,0,0.33472,万亿扩容压力致A股信心尽失 12倍估值14年最低
546,000001_2012-11-21_17,0,0,0.68705,今日反弹是大跌的开始
547,000001_2012-11-21_22,0,0,0.14937,银行股天天买入卖出也是这几只狗!!!!!!!!!!!!!!
548,000001_2012-11-21_23,0,0,0.44768,空头小幅反弹
549,000001_2012-11-21_24,0,0,0.26771,大盘短线跌不动买一点，涨不动卖一点，这是炒股
550,000001_2012-11-21_26,0,0,0.65782,今日收在2024以上，明日低开震荡上行
551,000001_2012-11-21_27,0,0,0.292,大盘短线跌不动，只有反弹，压是压不住，哈哈，
552,000001_2012-11-21_29,0,0,0.09733,平安银行风险防控提升 信用卡优势凸显
553,000001_2012-11-21_36,0,0,0.36221,庄家的底牌已经亮出，底部已经形成，“散人”们
554,000001_2012-11-21_37,0,0,0.19444,资金不断外流，缩量，股指还硬死拉，钱多被套出
555,000001_2012-11-21_38,0,0,0.18372,重大利好出台
556,000001_2012-11-21_40,0,0,0.19884,两点半启动，大家别动，不跌停就有戏。
557,000001_2012-11-21_46,0,0,0.14628,恐怖啊坚决远离银行继续往下，必跌，今年见1800
558,000001_2012-11-21_48,0,0,0.00957,空仓为上 等待==＜＜＜＜平安跌停＞＞＞ 甚至会
559,000001_2012-11-21_50,0,0,0.00398,烂滥烂
560,000001_2012-11-21_51,0,0,0.02704,21号今天上证指数将跌至1984点附近，明后天继续
561,000001_2012-11-21_56,0,0,0.9816,今日创新低，明日会更低
562,000001_2012-11-21_59,0,0,0.05692,丢不丢人！烂股市
563,000001_2012-11-21_60,0,0,0.53488,跑
564,000001_2012-11-21_62,0,0,0.95341,券商预测大盘中期底部：（1）乐观1750—1600点
565,000001_2012-11-21_70,0,0,0.00127,不见12元的平安银行千万不要在缩量阴跌中“抄底
566,000001_2012-11-21_71,0,0,0.53478,还要再创新低，今天必创新低。主力大量出逃，可
567,000001_2012-11-21_72,0,0,0.17312,下跌中迹跑啊！恐怖啊坚决远离银行继续往下，别
568,000001_2012-11-21_76,0,0,0.00957,空仓为上 等待==＜＜＜＜平安跌停＞＞＞ 甚至会
569,000001_2012-11-21_79,0,0,0.05799,没人买你裆不住，毫无意义，
570,000001_2012-11-21_80,0,0,0.99483,[徐小明：探寻股市下跌的真正原因]揭露股指期货
571,000001_2012-11-21_85,0,0,0.01836,确认跌破2000!
572,000001_2012-11-21_89,0,0,0.91854,滴水穿石破2000~飞流直下奔1000
573,000001_2012-11-21_92,0,0,0.79091,赶快崩盘，同归于尽
574,000001_2012-11-21_96,0,0,0.99135,徐小明：探寻股市下跌的真正原因
575,000001_2012-11-21_102,0,0,0.27975,警惕！远离银行！别死撑了，下来耍吧！
576,000001_2012-11-21_105,0,0,0.99423,未来5年中国难见牛市行情！
577,000001_2012-11-21_108,0,0,0.00039,死捂股，要被大小非，癌屁呕吞掉的。要打一枪换
578,000001_2012-11-21_109,0,0,0.99554,显然市场到了基金机构再次低价被迫出局时期
579,000001_2012-11-21_110,0,0,0.72222,大盘今天必创新低。主力大量出逃，可见1850点，
580,000001_2012-11-21_112,0,0,0.10769,高价股坚决抛弃，业绩一旦变脸，下跌空间巨大，
581,000001_2012-11-21_113,0,0,0.99974,短线盘的世界越长，反弹空间越大，逢低慢慢吸纳
582,000001_2012-11-21_119,0,0,0.49619,三一重工梁稳根挖掘机强势崛起
583,000001_2012-11-22_7,0,0,0.80133,奶奶的熊猫市沪深二成了下跌专家板
584,000001_2012-11-22_8,0,0,0.40331,你怎么知道跌多了，炒高了，价值回归。再跌一半
585,000001_2012-11-22_13,0,0,0.86618,美丽中国靠02043.十个涨停..天时地利人和
586,000001_2012-11-22_14,0,0,0.93464,速度买入石煤装备，台州营业部今日低位接盘
587,000001_2012-11-22_15,0,0,0.47377,大家注意：久盘必跌！
588,000001_2012-11-22_16,0,0,0.27795,A股不能涨，涨了领导会不高兴
589,000001_2012-11-22_18,0,0,0.87093,＜做空大蓝筹、建仓题材与中小市值＞买只买小盘
590,000001_2012-11-22_19,0,0,0.01105,跌破倒计时！定会击穿1900点关口，等待==平安跌
591,000001_2012-11-22_21,0,0,0.99482,今日仅是演练 明日股价才正式下挫 暴跌是已临近
592,000001_2012-11-22_22,0,0,0.96686,为何全球股市大涨只有中国不涨为什么
593,000001_2012-11-22_23,0,0,0.99482,今日仅是演练 明日股价才正式下挫 暴跌是已临近
594,000001_2012-11-22_24,0,0,0.99482,今日仅是演练 明日股价才正式下挫 暴跌是已临近
595,000001_2012-11-22_25,0,0,0.01105,跌破倒计时！定会击穿1900点关口，等待==平安跌
596,000001_2012-11-22_26,0,0,0.94105,全世界都在涨，唯我跌，看来真的到了最危险的时
597,000001_2012-11-22_31,0,0,0.01105,跌破倒计时！定会击穿1900点关口，等待==平安跌
598,000001_2012-11-22_32,0,0,0.06705,谁还买大盘股傻呀! 坚决远离银行继续往下，别折
599,000001_2012-11-22_36,0,0,0.51007,中国石油刻意砸盘为哪般？
600,000001_2012-11-22_37,0,0,0.97726,下跌过快，套的过多，不肯走，谁替你解套？
601,000001_2012-11-22_39,0,0,0.52439,下探2000点以下收在2000以上
602,000001_2012-11-22_41,0,0,0.01242,看盘可知，下午2点半后必见快速拉升，不信等着
603,000001_2012-11-22_42,0,0,0.23052,现在还卖股票的人我估计都不是自己的钱。
604,000001_2012-11-22_43,0,0,0.157,缩量拉锯，多空争夺，互不相让，底部确认中。。
605,000001_2012-11-22_45,0,0,0.92278,你麻痹，全世界在涨，就你最厉害天天
606,000001_2012-11-22_46,0,0,0.92278,你麻痹，全世界在涨，就你最厉害天天
607,000001_2012-11-22_47,0,0,0.06705,谁还买大盘股傻呀! 坚决远离银行继续往下，别折
608,000001_2012-11-22_48,0,0,0.99616,今日仅是演练 明日股价才正式下挫   暴跌是已临
609,000001_2012-11-22_54,0,0,0.45294,银行股没戏，回避。去买调整到位的绩优强势股待
610,000001_2012-11-22_55,0,0,0.72809,体制无底线，A股无底线，空仓至900
611,000001_2012-11-22_57,0,0,0.93263,现在抢筹买入中天科技，年内收益翻番不是幻想。
612,000001_2012-11-22_59,0,0,0.9944,大盘近期要连续跌！基金面临巨大的赎回压力，势
613,000001_2012-11-22_60,0,0,0.01105,跌破倒计时！定会击穿1900点关口，等待==平安跌
614,000001_2012-11-22_63,0,0,0.37298,大盘垃圾股，一次难得逃跑机会，散户好好珍惜
615,000001_2012-11-22_64,0,0,0.87093,＜做空大蓝筹、建仓题材与中小市值＞买只买小盘
616,000001_2012-11-22_65,0,0,0.78864,不要抱幻想，涨不了。跌跌不休无止境恐怖下跌！
617,000001_2012-11-22_69,0,0,0.35361,很请:开启下跌板
618,000001_2012-11-22_73,0,0,0.97309,爱创科技IPO酿新一轮爆发，“51立信”呼之欲出
619,000001_2012-11-22_74,0,0,0.07326,银行实在可恶 赚钱那么多 分红那么少 带领股市
620,000001_2012-11-22_77,0,0,0.21449,2位高手都上了，股价如何表现呢？？？
621,000001_2012-11-22_78,0,0,0.98016,湘酒鬼事件发酵，主力受伤，反弹结束。
622,000001_2012-11-22_80,0,0,0.83749,消息落空，明日周五大跌。
623,000001_2012-11-22_82,0,0,0.99584,看来中国股市是个阴跌的股市。。。。。。【芭田
624,000001_2012-11-22_83,0,0,0.71598,最佳买点！
625,000001_2012-11-22_84,0,0,0.93138,快买业绩爆增即将启动股票002120.000979！！！
626,000001_2012-11-22_86,0,0,0.99292,ddd 26522654264826502661 .即将向上突破了
627,000001_2012-11-22_90,0,0,0.5405,爱创科技IPO厚积已久，爆发在即
628,000001_2012-11-23_2,0,0,0.9868,《瑞银在偷偷低吸》
629,000001_2012-11-23_11,0,0,0.41923,警惕被利用，不要亲手毁了咱自家白酒品牌
630,000001_2012-11-23_12,0,0,0.18775,人民币持续走强 A股会受多大影响？平安银行会受
631,000001_2012-11-23_13,0,0,0.41923,警惕被利用，不要亲手毁了咱自家白酒品牌
632,000001_2012-11-23_17,0,0,0.79405,高抛低吸是王道！
633,000001_2012-11-23_18,0,0,0.8868,提醒：周末没有利好消息.星期一大盘即将暴跌---
634,000001_2012-11-23_21,0,0,0.1158,不健康的大盘，坑死人了
635,000001_2012-11-23_26,0,0,0.19961,无量上升骗人下跌就来了
636,000001_2012-11-23_28,0,0,0.30351,600705月底月底停牌摘帽
637,000001_2012-11-23_31,0,0,0.5,它们又在砸盘了
638,000001_2012-11-23_34,0,0,0.71017,大盘涨了点，一冲动就跟风，股价反而跌，
639,000001_2012-11-23_35,0,0,0.07451,今天要涨60点
640,000001_2012-11-23_36,0,0,0.38858,800只新股等着你们呢
641,000001_2012-11-23_42,0,0,0.77276,无量涨，大小非瞅准，一个套现，就打下来了
642,000001_2012-11-23_43,0,0,0.69159,600705摘帽预期基金吸筹
643,000001_2012-11-23_45,0,0,0.69159,600705摘帽预期基金吸筹
644,000001_2012-11-23_54,0,0,0.46968,周一必跌
645,000001_2012-11-23_63,0,0,0.69746,大盘连续的阴跌，导致很多人都在骂人，但我却很
646,000001_2012-11-23_67,0,0,0.34481,就目前来看，平安银行  短线仍将弱势横盘？
647,000001_2012-11-23_86,0,0,0.08215,还买大盘股傻呀! 坚决远离银行 调仓换小盘股逢
648,000001_2012-11-23_92,0,0,0.98461,机构资金大举出逃显凶兆！不管你买什么，买完必
649,000001_2012-11-23_94,0,0,0.97309,爱创科技IPO酿新一轮爆发，“51立信”呼之欲出
650,000001_2012-11-26_0,0,0,0.97665,股市还要跌，很简单，庞大的市场，买股票的人越
651,000001_2012-11-26_1,0,0,0.70247,看到了，股市不行，多年的融资发股大小非，盘太
652,000001_2012-11-26_2,0,0,0.02144,平安银行要反弹了吗？现在能不能加仓？
653,000001_2012-11-26_6,0,0,0.15414,应该来5个跌停板  一步到位
654,000001_2012-11-26_10,0,0,0.57149,＜做空垃圾大蓝筹＞===只买小盘股＞拭目以待!＞
655,000001_2012-11-26_11,0,0,0.34197,暴跌的可能性100，空仓为上必破1999 点《等待跌
656,000001_2012-11-26_12,0,0,0.99571,平安银行：稳健增长鼓舞投资者信心
657,000001_2012-11-26_17,0,0,0.97316,全球指数大涨我国指数大跌这是为何、
658,000001_2012-11-26_18,0,0,0.24588,A股要退市了！！！！
659,000001_2012-11-26_20,0,0,0.15589,大家都去卖600269.马上就要拉升
660,000001_2012-11-26_21,0,0,0.20302,大盘“尾盘拉升”，维持“震荡”结束...——鉴
661,000001_2012-11-26_22,0,0,0.2318,你说你买它干吗？它会跌到和工行一样价
662,000001_2012-11-26_23,0,0,0.94775,百川股份002455现在是吸入机会
663,000001_2012-11-26_26,0,0,0.86212,、远离股市崩盘在即
664,000001_2012-11-26_30,0,0,0.77278,短线空头非常焦急，无法拓展下行空间，哈哈，阿
665,000001_2012-11-26_31,0,0,0.13572,红盘绝不买，绿盘也不进。
666,000001_2012-11-26_37,0,0,0.01743,机构忽悠散户，机构想低位吸盘
667,000001_2012-11-26_46,0,0,0.28846,哥买万股，割肉吧
668,000001_2012-11-26_47,0,0,0.83924,【置顶】我割肉的那天！就是大盘见底了！全因我
669,000001_2012-11-26_50,0,0,0.17312,下跌中迹跑啊！恐怖啊坚决远离银行继续往下，别
670,000001_2012-11-26_51,0,0,0.93805,卖!抓紧卖掉清仓机构资金大举出逃显凶兆！必跌
671,000001_2012-11-26_52,0,0,0.97896,张化桥：制造业苍白无力 小股民适合买金融股 ww
672,000001_2012-11-26_54,0,0,0.87473,越来越凉，没人抄底了，认清了这是个庞大的无底
673,000001_2012-11-26_57,0,0,0.39589,要番本就要老老实实买002043宝宝
674,000001_2012-11-26_59,0,0,0.60307,整个市场：上涨无人跟，下跌无人买。凄凉刚开始
675,000001_2012-11-26_60,0,0,0.98064,逢低买入小盘低价绩优股，拿在手里心不慌，阿呆
676,000001_2012-11-26_63,0,0,0.99707,逢低大胆买入创业板小盘低价绩优股，哈哈，阿呆
677,000001_2012-11-26_65,0,0,0.97222,短线空头回天无力，逢低买入，阿呆
678,000001_2012-11-26_70,0,0,0.2021,大盘跌停
679,000001_2012-11-26_74,0,0,0.33518,国民收入倍增计划对银行业是重大利好，理由：1
680,000001_2012-11-27_3,0,0,0.7952,为何股市会这样.买什么死什么
681,000001_2012-11-27_4,0,0,0.40564,自：股改及发行新股至今，已埋下祸种，由于后来
682,000001_2012-11-27_6,0,0,0.55399,死股票
683,000001_2012-11-27_7,0,0,0.13366,为何股会这样死
684,000001_2012-11-27_9,0,0,0.46509,明日早盘暴涨！！！！
685,000001_2012-11-27_11,0,0,0.9699,大小非都在套，这么多股票暴跌，大盘没跌多少，
686,000001_2012-11-27_17,0,0,0.78368,市场性冷淡，很可怕，
687,000001_2012-11-27_19,0,0,0.02376,平安银行现在能不能加仓？
688,000001_2012-11-27_25,0,0,0.98727,十几年风风雨雨，什么都涨，就是股市不涨
689,000001_2012-11-27_28,0,0,0.18353,跌吧，指数跌到个位数最好
690,000001_2012-11-27_30,0,0,0.36267,****************一人买股！全家光荣！********
691,000001_2012-11-27_36,0,0,0.30672,2000胜利破掉!
692,000001_2012-11-27_37,0,0,0.30806,大盘今天还能收到2000吗？不会的，已经破位下跌
693,000001_2012-11-27_39,0,0,0.14633,死吧，至死而后生
694,000001_2012-11-27_44,0,0,0.25488,大盘什么时候跌停呀？？？！！！
695,000001_2012-11-27_49,0,0,0.14633,死吧，至死而后生。
696,000001_2012-11-27_56,0,0,0.9762,看着大盘下跌好兴奋
697,000001_2012-11-27_58,0,0,0.39309,远离银行 调仓换股，小盘成长股一路持有＞做空
698,000001_2012-11-27_60,0,0,0.34197,暴跌的可能性100，空仓为上必破1999 点《等待跌
699,000001_2012-11-27_64,0,0,0.7634,怂人，熊市应该的
700,000001_2012-11-27_65,0,0,0.05869,小心：久盘必跌！！！
701,000001_2012-11-27_67,0,0,0.01157,到时候了，再不走就等死吧，凶兆！不管你买什么
702,000001_2012-11-27_69,0,0,0.54443,大盘快速下跌创新低开始，逃崩盘崩盘崩盘崩盘崩
703,000001_2012-11-27_73,0,0,0.53437,002320明天继续下探
704,000001_2012-11-27_74,0,0,0.52334,两市将迎来80万亿时代，下跌将成常态
705,000001_2012-11-27_75,0,0,0.96642,当升科技一路下探
706,000001_2012-11-27_77,0,0,0.16521,百姓切记，千万别买A股股票
707,000001_2012-11-27_79,0,0,0.08907,经济大萧条A股崩盘
708,000001_2012-11-27_81,0,0,0.22042,主力快去拉金森绝对龙头金森一涨强势股涨大
709,000001_2012-11-27_82,0,0,0.08605,股市大利好：“2500点下禁止做空；3000点下不发
710,000001_2012-11-27_85,0,0,0.50986,又跌了！看来深市沪市只有重组才能走出当前困境
711,000001_2012-11-27_87,0,0,0.93708,股市好声音——股市跌吧跌吧跌吧不是错
712,000001_2012-11-27_93,0,0,0.33461,看来跌至1600不会假！
713,000001_2012-11-27_98,0,0,0.02297,【顶顶顶】做空的今天又赚了大把大把的钱！一群
714,000001_2012-11-27_99,0,0,0.16227,破1664只是时间问题，立贴为证
715,000001_2012-11-27_102,0,0,0.56565,热烈庆祝A股破2000点熊冠全球
716,000001_2012-11-27_105,0,0,0.18879,1融资融券股指期贷做空机构出台就出塑化剂真
717,000001_2012-11-27_106,0,0,0.18402,出货，大盘快速下跌创新低开始，逃上涨已乏力卖
718,000001_2012-11-27_111,0,0,0.97336,20121212就是中国股市崩盘的那天，大家算算还有
719,000001_2012-11-27_112,0,0,0.77403,涨就查，跌就不管，知道管理股市吗？
720,000001_2012-11-27_118,0,0,0.07821,今天有50冢下午会跌停扳
721,000001_2012-11-27_120,0,0,0.08639,这次是真tmd跌破2000点了。
722,000001_2012-11-27_121,0,0,0.5487,可以进场抢点反弹了
723,000001_2012-11-27_122,0,0,0.76394,卖!卖  机构资金大举出逃显凶兆！必跌！出货，
724,000001_2012-11-27_125,0,0,0.14605,主力打压不知道疼吗，目的骗取低位筹码，阿呆
725,000001_2012-11-27_126,0,0,0.07027,新三板规则公布在即，不可小觑：大盘个股至少跌
726,000001_2012-11-27_127,0,0,0.40028,中国A股成为机构，外资的做空市场了
727,000001_2012-11-27_130,0,0,0.12906,尼玛，要跌快跌，干嘛耗着
728,000001_2012-11-27_132,0,0,0.20596,空头继续砸，不要早泄，哈哈，阿呆
729,000001_2012-11-27_135,0,0,0.03877,要慌不择路地跑，托盘出货看不懂吗。手好动不死
730,000001_2012-11-27_136,0,0,0.00494,年底到了防范高价股业绩变脸，高价股要暴跌，阿
731,000001_2012-11-27_139,0,0,0.24849,今天涨就是一个新：坑：
732,000001_2012-11-27_142,0,0,0.0598,跑吧，再不跑会死的更惨
733,000001_2012-11-27_147,0,0,0.22045,今天下午大跌
734,000001_2012-11-27_148,0,0,0.41139,IPO狂发不跌都有罪了！
735,000001_2012-11-27_150,0,0,0.90028,股猴：抓住下午的大盘反弹行情
736,000001_2012-11-27_151,0,0,0.32406,崩盘崩盘崩盘崩盘崩盘崩盘崩盘崩盘
737,000001_2012-11-27_152,0,0,0.8934,直接来个跌停还过瘾
738,000001_2012-11-27_155,0,0,0.95423,短线空头垂死挣扎，哈哈，阿呆
739,000001_2012-11-27_157,0,0,0.83303,肯定破1999了我支持
740,000001_2012-11-27_159,0,0,0.80163,大盘快速下跌创新低开始，逃
741,000001_2012-11-27_161,0,0,0.38905,我吃饱喝足，等待空头打压，哈哈，阿呆
742,000001_2012-11-27_163,0,0,0.06514,短线过分喊空，想骗取廉价筹码，哈哈，阿呆
743,000001_2012-11-27_165,0,0,0.60915,买股票其实和买大葱是一个道理，冬储大葱刚从地
744,000001_2012-11-27_166,0,0,0.78926,【置顶】做空的又赚了一大把！做多的又亏了不少
745,000001_2012-11-27_167,0,0,0.40307,新股开始发行
746,000001_2012-11-27_168,0,0,0.00862,爱创科技IPO防窜货管理系统成功签约华润雪花啤
747,000001_2012-11-27_175,0,0,0.32,重要消息
748,000001_2012-11-27_176,0,0,0.75172,奶粉最新事？圣元市场潜力惊人，潜在消费多
749,000001_2012-11-28_1,0,0,0.49507,我顶。股市大跌，想不到晚上黄金也大跌。
750,000001_2012-11-28_5,0,0,0.99679,改革是股市的今目标，兼并重组。听的话，炒癌死
751,000001_2012-11-28_7,0,0,0.23957,又说什么：没必要救市，
752,000001_2012-11-28_14,0,0,0.96796,将来：整体大涨的可能是不存在了。轮流涨而有限
753,000001_2012-11-28_18,0,0,0.26733,A股崩盘啦，完蛋啦
754,000001_2012-11-28_19,0,0,0.3948,因超跌明日要反弹.
755,000001_2012-11-28_21,0,0,0.71971,做空蓝筹大垃圾不成为机构的牺牲品-------36计
756,000001_2012-11-28_22,0,0,0.52397,铁公鸡近期急待散户“抄底”注意风险
757,000001_2012-11-28_23,0,0,0.12388,当农行、民生银行将创新高时铁公鸡平安银行还在
758,000001_2012-11-28_25,0,0,0.91299,只有强大工业、农业和银行体系才是上涨的关键
759,000001_2012-11-28_27,0,0,0.5,崩盘了
760,000001_2012-11-28_30,0,0,0.04327,跌到一分钱我也不出
761,000001_2012-11-28_33,0,0,0.80159,创业版看来是失败了，
762,000001_2012-11-28_37,0,0,0.14827,清仓 撤退，愚蠢的人站岗 明天继续破位 必然暴
763,000001_2012-11-28_38,0,0,0.71971,做空蓝筹大垃圾不成为机构的牺牲品-------36计
764,000001_2012-11-28_42,0,0,0.03579,暴跌的可能性100，空仓为上必破1900 点《等待跌
765,000001_2012-11-28_46,0,0,0.29752,中国金融界没精英导致股民损失惨重，建议取缔股
766,000001_2012-11-28_47,0,0,0.07289,每天20多点，不到一个月 破 1664，预言
767,000001_2012-11-28_48,0,0,0.14795,期盼两桶油砸盘...
768,000001_2012-11-28_52,0,0,0.09569,快买呀到底啦！！！晚了买不到了。再赔钱国家给
769,000001_2012-11-28_53,0,0,0.05069,有几家次新股跌破净值的601233桐昆股份
770,000001_2012-11-28_55,0,0,0.9991,赶快跑吧 不要在对资本市场有幻想
771,000001_2012-11-28_56,0,0,0.9991,赶快跑吧 不要在对资本市场有幻想
772,000001_2012-11-28_63,0,0,0.99447,不妨果断买入煤制油战略相关股票！300055煤制油
773,000001_2012-11-28_64,0,0,0.32951,唯一的买股标准：和厉史最低比，
774,000001_2012-11-28_67,0,0,0.06268,一堆垃圾
775,000001_2012-11-28_70,0,0,0.0171,看好银行股能涨到1000元的理由很充分！躺着都赚
776,000001_2012-11-28_80,0,0,0.35587,股市曾跌到1000点以下，那时股还少，现股这么多
777,000001_2012-11-28_83,0,0,0.02401,出货，上涨已乏力反抽的时候卖出，!卖!抓紧卖掉
778,000001_2012-11-28_85,0,0,0.75791,远离银行 ===调仓换股，小盘 成长股 ＞做空大蓝
779,000001_2012-11-28_87,0,0,0.07651,下一步大盘跌破1911点直奔1800点 持股==大亏特
780,000001_2012-11-28_89,0,0,0.5457,跌破1800点轻飘飘
781,000001_2012-11-28_97,0,0,0.32214,盲目进场抄底不确定性与风险均较大，建议继续保
782,000001_2012-11-28_98,0,0,0.90829,看看大小非，看看涨一元需要多少资金，看看多大
783,000001_2012-11-28_99,0,0,0.7364,还有人在买----谁买谁死
784,000001_2012-11-28_103,0,0,0.78815,将股指期货停三天，股市就能涨了。
785,000001_2012-11-28_104,0,0,0.07932,反弹力度越来越小，完蛋！！！毒药发作，
786,000001_2012-11-28_105,0,0,0.41003,大盘上冲，不能冲动跟高，在骗你，不可能涨多少
787,000001_2012-11-28_112,0,0,0.61235,恳请证监严查下跌的基金重仓股，谁最后偷偷在买
788,000001_2012-11-28_113,0,0,0.10442,感谢股指期货的推出，不然A股就跌出负值了！
789,000001_2012-11-28_116,0,0,0.44768,庄家在压盘，TMD
790,000001_2012-11-28_117,0,0,0.55893,谢谢众多股民，把股指砸这么低，我是做空股指的
791,000001_2012-11-28_118,0,0,0.28992,稳健投资等右肩
792,000001_2012-11-28_119,0,0,0.74734,大盘下跌还在放量！
793,000001_2012-11-28_121,0,0,0.43948,谁在慢慢买入，严查老鼠仓，杀跌只为GOURI基金
794,000001_2012-11-28_125,0,0,0.04512,将再跌1000点！！！
795,000001_2012-11-28_126,0,0,0.20525,跌就跌个透
796,000001_2012-11-28_129,0,0,0.95765,中国股市会崩盘吗
797,000001_2012-11-28_130,0,0,0.20525,跌就跌个透
798,000001_2012-11-28_132,0,0,0.1767,跌到什么点位
799,000001_2012-11-28_133,0,0,0.33497,自从股指期货以来，大盘就一直下跌。
800,000001_2012-11-28_138,0,0,0.23491,暴跌放利空吃货，拉伸放利好出货，主力三板斧，
801,000001_2012-11-28_139,0,0,0.99984,步入熊市后期 沿改革红利“冬播”
802,000001_2012-11-28_150,0,0,0.38966,必破1664点，之后可能会小反弹
803,000001_2012-11-28_153,0,0,0.99203,快买业绩爆增即将启动股票002120.000979未来十
804,000001_2012-11-28_155,0,0,0.01038,拉抬大盘垃圾股就等同于自杀！
805,000001_2012-11-28_156,0,0,0.39182,物极必反，弹簧压得太紧了。爆发吧，中国股市
806,000001_2012-11-29_4,0,0,0.77149,惊天的阴谋
807,000001_2012-11-29_7,0,0,0.24976,破1000点
808,000001_2012-11-29_12,0,0,0.06079,股指期货是大盘下跌元凶
809,000001_2012-11-29_16,0,0,0.66225,我是很厉害的，作为一个高手我已经习惯了孤单
810,000001_2012-11-29_17,0,0,0.72789,大盘下次低点在哪里
811,000001_2012-11-29_19,0,0,0.99482,今日仅是演练 明日股价才正式下挫 暴跌是已临近
812,000001_2012-11-29_20,0,0,0.87093,＜做空大蓝筹、建仓题材与中小市值＞买只买小盘
813,000001_2012-11-29_21,0,0,0.04612,流通股都让平安集团拿完了，还有什么可怕的！
814,000001_2012-11-29_26,0,0,0.10691,银行股即将补跌！！！
815,000001_2012-11-29_28,0,0,0.71971,做空蓝筹大垃圾不成为机构的牺牲品-------36计
816,000001_2012-11-29_29,0,0,0.00957,空仓为上 等待==＜＜＜＜平安跌停＞＞＞ 甚至会
817,000001_2012-11-29_34,0,0,0.06538,世界末日前夕，要现金还是要一文不值的烂古票
818,000001_2012-11-29_35,0,0,0.84617,紧急通知: 即将终结下跌大五浪 报复性长阳有望
819,000001_2012-11-29_38,0,0,0.55097,娘的！！！你们不救市，你们不信会崩盘，试试看
820,000001_2012-11-29_41,0,0,0.82385,全球股市唯独中国股市连续大跌，太他妈的操蛋了
821,000001_2012-11-29_43,0,0,0.64348,大盘被股指期货绑架权重股成了期指做空的工具
822,000001_2012-11-29_52,0,0,0.06257,平安银行将成反弹领头羊！
823,000001_2012-11-29_53,0,0,0.9457,全球股市都在涨，我们病的不轻啊！
824,000001_2012-11-29_54,0,0,0.81075,揭露平安银行场内资金溃逃出局的真实原因
825,000001_2012-11-29_55,0,0,0.04136,迎来大盘股补跌开始。1680点见
826,000001_2012-11-29_57,0,0,0.70705,不救市靠自我调节将是错误的，因股票是无意义的
827,000001_2012-11-29_58,0,0,0.43735,有公墓基金存在，股市早晚崩溃，投资水平极差，
828,000001_2012-11-29_62,0,0,0.97218,大盘股还有暴跌，小盘低价绩优股逢低坚决买入，
829,000001_2012-11-29_66,0,0,0.15442,谁要信A股能涨，那就要舍财要倒霉。崩盘在即。
830,000001_2012-11-29_67,0,0,0.5,崩盘
831,000001_2012-11-29_69,0,0,0.28019,现在卖出的人一生不后悔
832,000001_2012-11-29_70,0,0,0.05109,我就当现在6000点，再跌10年又如何，，
833,000001_2012-11-29_71,0,0,0.68374,股猴：太可怕了，真正的股市大洗刧开始了。
834,000001_2012-11-29_74,0,0,0.00957,空仓为上 等待==＜＜＜＜平安跌停＞＞＞ 甚至会
835,000001_2012-11-29_76,0,0,0.35461,旗袍股市-太可怕了！！！
836,000001_2012-11-29_78,0,0,0.91749,机构出逃手法揭秘：上午诱多，下午狂杀
837,000001_2012-11-29_79,0,0,0.64945,俯冲式跳水
838,000001_2012-11-29_80,0,0,0.28428,大盘为何这样跌。
839,000001_2012-11-29_81,0,0,0.8481,大市缩量深发展放巨量打压明显
840,000001_2012-11-29_85,0,0,0.98334,股指期货做空是股市下跌的根源
841,000001_2012-11-29_87,0,0,0.36039,国金证券跌停，预示着大盘向1664靠近
842,000001_2012-11-29_88,0,0,0.04362,记住：上涨有阻，必跌！
843,000001_2012-11-29_89,0,0,0.77791,大盘下跌拦腰一刀
844,000001_2012-11-29_91,0,0,0.00169,怎么买怎么赔，怎么拿怎么赔，就不买不拿。
845,000001_2012-11-29_93,0,0,0.44768,跳水运动热身开始
846,000001_2012-11-29_94,0,0,0.003,不取消股指期货A股永远都不会涨千万不要进
847,000001_2012-11-29_95,0,0,0.08876,从3000多点打压到破2000点就是这几个主力厉害
848,000001_2012-11-29_99,0,0,0.84744,内幕就是期指空头想打绿指数
849,000001_2012-11-29_100,0,0,0.90241,又到了逢低买入时期！现在又和你结婚啦！
850,000001_2012-11-29_101,0,0,0.06522,平安银行在全国开售多只理财产品，很赚钱，为什
851,000001_2012-11-29_104,0,0,0.68443,002003严重超跌，机构逼空对敲打压，大股东增持
